Appearances,1st,2nd,3rd,4th,Overall Rank,State Rank,Make Nats?,Nats Rank,Overall Score,State,School,SONT 2022,Highlands,UT-Austin,Rickards,Cypress Falls,Cornell,Palatine,BullSO,Boyceville,Seven Lakes,Dick Smith,Northview,Great Oak,Camas,Valley Forge,Marquette,Fairfax,Prestonwood,Long Island,Mira Loma,Pembroke Hill,SOAPS,Aggie,Carnegie-Mellon,MIT,North Pocono,Columbia,BirdSO IP,Solon,Harvard,Yale,High Desert Sat,Brown,Loyola,Golden Gate,BirdSO Sat,UMichigan,UMass,SOUP,Northwestern
1,6.622694314,,,,479,8,FALSE,,4.63588602,GA,Rockdale Magnet School for Science and Tech GA,,,,,,,,,,,6.622694314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.615794762,,,,480,41,FALSE,,4.631056334,OH,Lakota East H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.615794762,,,,
1,6.609829419,,,,481,77,FALSE,,4.626880593,CA,Chaparral H.S. CA,,,,,,,,,,,,,6.609829419,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.577813881,,,,482,78,FALSE,,4.604469717,CA,Sage Hill School CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.577813881,,,,
1,6.573016265,,,,483,42,FALSE,,4.601111386,PA,"Delaware Valley H.S. Milford, PA",,,,,,,,,,,,,,,,,,,,,,6.573016265,,,,,,,,,,,,,,,,,,
1,6.545458094,,,,484,79,FALSE,,4.581820666,CA,"Quartz Hill H.S. Lancaster, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,6.545458094,,,,,,,,,,,,
2,5.960642575,5.700362962,,,485,3,FALSE,,4.556251247,MN,"Woodbury H.S. Woodbury, MN",,,,,,,,,5.960642575,,,,,,,,,,,,,,,,,,,,,,,,,,,5.700362962,,,,
2,6.477868299,3.183861,,,486,7,FALSE,,4.534507809,WA,Seton Catholic H.S. WA,,,,,,,,,,,,,,3.183861,,,,,,,,,,,,,,,,,,,,,,6.477868299,,,,
1,6.351660147,,,,487,38,FALSE,,4.446162103,IL,Prairie Ridge H.S. IL,,,,,,,6.351660147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.345378589,,,,488,80,FALSE,,4.441765012,CA,"The Palmdale Aerospace Academy Palmdale, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,6.345378589,,,,,,,,,,,,
1,6.301659084,,,,489,24,FALSE,,4.411161359,TX,Cypress Woods H.S. TX,,,,,6.301659084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6.276292367,4.051325965,3.183373468,,490,81,FALSE,,4.393404657,CA,"Irvine H.S. Irvine, CA",,,,4.051325965,,,,,6.276292367,,,,,,,,,,,,,,,,,,,,,,,3.183373468,,,,,,,,
1,6.263326279,,,,491,82,FALSE,,4.384328395,CA,"Francisco Bravo Medical Magnet H.S. Los Angeles, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,6.263326279,,,,,,,,,,,,
1,6.252070027,,,,492,25,FALSE,,4.376449019,TX,Belleville H.S. TX,,,,,,,,,,,,,,,,,,6.252070027,,,,,,,,,,,,,,,,,,,,,,
1,6.251071426,,,,493,4,FALSE,,4.375749998,ME,Belfast Area H.S. ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.251071426,,,,,,,,,,
1,6.177141423,,,,494,42,FALSE,,4.323998996,OH,West Liberty-Salem H.S. OH,,,,,,,,,,,,6.177141423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.167085852,,,,495,39,FALSE,,4.316960097,IL,Willowbrook H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.167085852,,,,,,
1,6.151562405,,,,496,43,FALSE,,4.306093683,PA,Wallenpaupack Area H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,6.151562405,,,,,,,,,,,,,,
1,6.123481796,,,,497,12,FALSE,,4.286437257,VA,"George C. Marshall H.S. Falls Church, VA",,,,,,,,,,,,,,,,,6.123481796,,,,,,,,,,,,,,,,,,,,,,,
1,6.103412457,,,,498,9,FALSE,,4.27238872,GA,"Gwinnett School of Mathematics, Science, and Technology Lawrenceville, GA",,,,,,,,,6.103412457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.090074169,,,,499,83,FALSE,,4.263051918,CA,"Larchmont Charter School Los Angeles, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,6.090074169,,,,,,,,,,,,
1,6.076356409,,,,500,2,FALSE,,4.253449486,LA,Kenner Discovery Health Sciences Academy LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.076356409,,,,
1,6.058122836,,,,501,12,FALSE,,4.240685985,WI,Pewaukee H.S. WI,,,,,,,,,,,,,,,,6.058122836,,,,,,,,,,,,,,,,,,,,,,,,
1,6.052283686,,,,502,7,FALSE,,4.236598581,MD,Mt. Hebron H.S. MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.052283686,,,,
1,6.043495479,,,,503,48,FALSE,,4.230446835,NY,"John Jay H.S. Hopewell Junction, NY",,6.043495479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6.040995107,3.348854326,,,504,44,FALSE,,4.228696575,PA,Perkiomen School PA,,,,,,,,,,,3.348854326,,,,,,,,,,,,,,,6.040995107,,,,,,,,,,,,,,
2,5.975885874,4.22232759,,,505,13,FALSE,,4.183120112,WI,"Evansville H.S. Evansville, WI",,,,,,,,,4.22232759,,,,,,,5.975885874,,,,,,,,,,,,,,,,,,,,,,,,
1,5.954000418,,,,506,16,FALSE,,4.167800292,NJ,Academy for Health and Medical Sciences NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.954000418,,,,
3,4.627346766,4.59828039,4.528078933,,507,26,FALSE,,4.165955823,TX,Langham Creek H.S. TX,,,4.59828039,,4.528078933,,,,,4.627346766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.948525173,3.495874769,2.853842864,,508,13,FALSE,,4.163967621,VA,"BASIS Independent McLean McLean, VA",,,,,,,,2.853842864,,,,,,,,,5.948525173,,,,,,,,,,,,,,,,,,,3.495874769,,,,
2,5.945547041,2.355393908,,,509,84,FALSE,,4.161882929,CA,"Edgewood H.S. West Covina, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,5.945547041,,,,2.355393908,,,,,,,,
1,5.854574182,,,,510,45,FALSE,,4.098201927,PA,Central Bucks H.S. South PA,,,,,,,,,,,5.854574182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.807720611,,,,511,85,FALSE,,4.065404427,CA,"Santa Monica H.S. Santa Monica, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,5.807720611,,,,,,,,,,,,
2,5.779740823,3.661170547,,,512,14,FALSE,,4.045818576,WI,"Kohler H.S. Kohler, WI",,,,,,,,,3.661170547,,,,,,,5.779740823,,,,,,,,,,,,,,,,,,,,,,,,
1,5.731996977,,,,513,43,FALSE,,4.012397884,OH,"Maumee Valley Country Day School Toledo, OH",,,,,,,,,,,,5.731996977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.164047123,3.996712502,3.769748585,,514,86,FALSE,,3.988165153,CA,"Cupertino H.S. Cupertino, CA",,,,3.996712502,,,,,,,3.769748585,,,,,,,,,,,,,,,,,,,,,,,,,5.164047123,,,,
2,5.264973289,4.914433791,,,515,27,FALSE,,3.981361295,TX,Tomball H.S. TX,,,,,4.914433791,,,,,5.264973289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5.170510838,5.008626275,,,516,28,FALSE,,3.975124722,TX,John B. Connally H.S. TX,,,5.170510838,,,,,,,5.008626275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5.552681284,4.546198892,,,517,40,FALSE,,3.971273947,IL,Fox Homeschoolers IL,,,,,,,,,,,,,,,,4.546198892,,,,,,,,,,,,,,,,,,5.552681284,,,,,,
2,5.670388891,3.106016573,,,518,35,FALSE,,3.969272224,MI,Laker H.S. MI,,,,3.106016573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.670388891,,,,
3,5.53349555,4.051764901,3.065288517,,519,2,FALSE,,3.96254245,DC,"National Cathedral School Washington, DC",,,,,,,,,5.53349555,,,,,,,,4.051764901,,,,,,,,,,,,,,,3.065288517,,,,,,,,
1,5.645266887,,,,520,87,FALSE,,3.951686821,CA,"Sage Creek H.S. Carlsbad, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,5.645266887,,,,,,,,,,,,
1,5.628482413,,,,521,46,FALSE,,3.939937689,PA,"Pittsburgh Science and Technology Academy Pittsburgh, PA",,,,,,,,,,,,,,,,,,,,,,,,5.628482413,,,,,,,,,,,,,,,,
1,5.590970694,,,,522,36,FALSE,,3.913679486,MA,Lynn Classical H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.590970694,,
1,5.562844134,,,,523,47,FALSE,,3.893990894,PA,"Trinity Christian School Pittsburgh, PA",,,,,,,,,,,,,,,,,,,,,,,,5.562844134,,,,,,,,,,,,,,,,
1,5.536501251,,,,524,4,FALSE,,3.875550876,MN,"Delano H.S. Delano, MN",,,,,,,,,5.536501251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.492021356,,,,525,8,FALSE,,3.844414949,WA,Inglemoor H.S. WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.492021356,,,,
1,5.402353201,,,,526,14,FALSE,,3.781647241,VA,"Chantilly H.S. Chantilly, VA",,,,,,,,,,,,,,,,,5.402353201,,,,,,,,,,,,,,,,,,,,,,,
1,5.386641742,,,,527,49,FALSE,,3.77064922,NY,Sacred Heart Greenwich NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.386641742,,,,,,,,,
1,5.320767388,,,,528,41,FALSE,,3.724537172,IL,Elgin H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.320767388,,,,,,
1,5.318773357,,,,529,42,FALSE,,3.72314135,IL,Niles North H.S. IL,,,,,,,5.318773357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.317443917,,,,530,15,FALSE,,3.722210742,VA,"Stone Bridge H.S. Ashburn, VA",,,,,,,,,,,,,,,,,5.317443917,,,,,,,,,,,,,,,,,,,,,,,
1,5.302969999,,,,531,8,FALSE,,3.712078999,MD,Pilgrimage Homeschool MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.302969999,,,,
1,5.294034876,,,,532,43,FALSE,,3.705824413,IL,Durand H.S. IL,,,,,,,5.294034876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5.291666776,3.727897877,,,533,88,FALSE,,3.704166743,CA,"Beverly Hills H.S. Beverly Hills, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,5.291666776,,,,3.727897877,,,,,,,,
1,5.278058342,,,,534,2,FALSE,,3.69464084,OR,St Mary's Academy OR,,,,,,,,,,,,,,5.278058342,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.254332842,4.003416655,1.927492554,,535,89,FALSE,,3.678032989,CA,"La Cañada H.S. La Cañada Flintridge, CA",,,,1.927492554,,,,,4.003416655,,,,,,,,,,,,,,,,,,,,,,,,,,,5.254332842,,,,
1,5.197704642,,,,536,5,FALSE,,3.63839325,MN,"Lakeville North H.S. Lakeville, MN",,,,,,,,,5.197704642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5.190364464,2.637289455,,,537,90,FALSE,,3.633255125,CA,Pacifica Christian H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.637289455,,,,5.190364464,,,,
3,4.193702073,4.131703242,3.400895558,,538,3,FALSE,,3.590810373,KS,"Manhattan H.S. Manhattan, KS",,,,,,,,,,,4.193702073,,,,,,,,,,3.400895558,,,,,,,,,,,,,,,4.131703242,,,,
1,5.126096503,,,,539,16,FALSE,,3.588267552,VA,"Stafford H.S. Fredericksburg, VA",,,,,,,,,,,,,,,,,5.126096503,,,,,,,,,,,,,,,,,,,,,,,
1,5.11917689,,,,540,44,FALSE,,3.583423823,IL,Benet Academy IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11917689,,,,,,
1,5.113970231,,,,541,29,FALSE,,3.579779162,TX,Lake Travis H.S. TX,,,,,,,,,,5.113970231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.101343338,,,,542,4,FALSE,,3.570940336,KS,"St. James Academy Lenexa, KS",,,,,,,,,,,,,,,,,,,,,5.101343338,,,,,,,,,,,,,,,,,,,
2,5.09448844,3.839810935,,,543,30,FALSE,,3.566141908,TX,Summer Creek H.S. TX,,,,,3.839810935,,,,,5.09448844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.091720938,,,,544,15,FALSE,,3.564204657,CT,Avon H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.091720938,,,,,,,,,
1,5.091720938,,,,544,9,FALSE,,3.564204657,MD,Wheaton H.S. MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.091720938,,,,,,,,,
1,5.084204759,,,,546,2,FALSE,,3.558943332,MS,Enrichments LLC MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.084204759,,,,,,,,,,
1,5.051630556,,,,547,91,FALSE,,3.536141389,CA,Wilcox H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.051630556,,,,
1,5.036364639,,,,548,9,FALSE,,3.525455247,FL,Navarre H.S. FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.036364639,,,,
2,4.576874182,4.275796136,,,549,17,FALSE,,3.46232646,VA,"Potomac Falls H.S. Potomac Falls, VA",,,,,,,,,4.576874182,,,,,,,,4.275796136,,,,,,,,,,,,,,,,,,,,,,,
1,4.935773427,,,,550,92,FALSE,,3.455041399,CA,"Polytechnic School Pasadena, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,4.935773427,,,,,,,,,,,,
1,4.92561037,,,,551,31,FALSE,,3.447927259,TX,Tomball Memorial H.S. TX,,,,,,,,,,4.92561037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.919090649,,,,552,32,FALSE,,3.443363455,TX,Leander H.S. TX,,,4.919090649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.90414944,,,,553,44,FALSE,,3.432904608,OH,Mars Hill Academy OH,,,,,,,,,,,,4.90414944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.882121781,,,,554,3,FALSE,,3.417485246,VT,Saint Johnsbury Academy VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.882121781,,,,
1,4.860886447,,,,555,93,FALSE,,3.402620513,CA,Fremont H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.860886447,,,,,,,,
1,4.825544449,,,,556,45,FALSE,,3.377881115,IL,St. Charles East H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.825544449,,,,,,
1,4.799572736,,,,557,46,FALSE,,3.359700915,IL,Grayslake North H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.799572736,,,,,,
1,4.770327163,,,,558,94,FALSE,,3.339229014,CA,Silvercreek H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.770327163,,,,
2,4.333613238,4.210704183,,,559,95,FALSE,,3.336278338,CA,West H.S. CA,,,,,,,,4.333613238,,,,,,,,,,,,,,,,,,,,,,,,4.210704183,,,,,,,,
1,4.740510654,,,,560,50,FALSE,,3.318357457,NY,"John F. Kennedy H.S. Bellmore, NY",,,,,,,,,,,,,,,,,,,,,,,,4.740510654,,,,,,,,,,,,,,,,
1,4.740510654,,,,560,48,FALSE,,3.318357457,PA,"B. Reed Henderson H.S. West Chester, PA",,,,,,,,,,,,,,,,,,,,,,,,4.740510654,,,,,,,,,,,,,,,,
1,4.740510654,,,,560,48,FALSE,,3.318357457,PA,"Milliones School Pittsburgh, PA",,,,,,,,,,,,,,,,,,,,,,,,4.740510654,,,,,,,,,,,,,,,,
1,4.740510654,,,,560,48,FALSE,,3.318357457,PA,"Brashear H.S. Pittsburgh, PA",,,,,,,,,,,,,,,,,,,,,,,,4.740510654,,,,,,,,,,,,,,,,
1,4.71632809,,,,564,17,FALSE,,3.301429663,NJ,Manalapan H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71632809,,,,
1,4.692185126,,,,565,96,FALSE,,3.284529588,CA,Tracy H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.692185126,,,,
1,4.685790881,,,,566,51,FALSE,,3.280053617,PA,Scranton Preparatory School PA,,,,,,,,,,,,,,,,,,,,,,,,,,4.685790881,,,,,,,,,,,,,,
1,4.667262631,,,,567,6,FALSE,,3.267083842,MN,"John F. Kennedy H.S. Bloomington, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.667262631,,,,,,,,,,
1,4.666515438,,,,568,18,FALSE,,3.266560806,VA,"Meridian H.S. Falls Church, VA",,,,,,,,,,,,,,,,,4.666515438,,,,,,,,,,,,,,,,,,,,,,,
1,4.658454663,,,,569,10,FALSE,,3.260918264,GA,"Alpharetta H.S. Alpharetta, GA",,,,,,,,,4.658454663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.650479302,,,,570,19,FALSE,,3.255335511,VA,"Independence H.S. Ashburn, VA",,,,,,,,,,,,,,,,,4.650479302,,,,,,,,,,,,,,,,,,,,,,,
1,4.609671128,,,,571,15,FALSE,,3.22676979,WI,Horicon H.S. WI,,,,,,,,,,,,,,,,4.609671128,,,,,,,,,,,,,,,,,,,,,,,,
1,4.589238543,,,,572,7,FALSE,,3.21246698,MN,"John Marshall H.S. Rochester, MN",,,,,,,,,4.589238543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.585761467,,,,573,33,FALSE,,3.210033027,TX,Cy-Fair H.S. TX,,,,,4.585761467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.578743304,,,,574,10,FALSE,,3.205120312,MD,"Franklin H.S. Reisterstown, MD",,,,,,,,,,,4.578743304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.572767521,,,,575,2,FALSE,,3.200937264,ND,"Legacy H.S. Bismarck, ND",,,,,,,,,4.572767521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.537792762,,,,576,34,FALSE,,3.176454933,TX,Jack E. Singley H.S. TX,,,,,,,,,,,,,,,,,,4.537792762,,,,,,,,,,,,,,,,,,,,,,
1,4.481090983,,,,577,11,FALSE,,3.136763688,MD,"Oakland Mills H.S. Columbia, MD",,,,,,,,,,,,,,,,,4.481090983,,,,,,,,,,,,,,,,,,,,,,,
2,4.153115576,3.824512883,,,578,35,FALSE,,3.121954687,TX,Cypress Springs H.S. TX,,,,,3.824512883,,,,,4.153115576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.450735426,2.968924656,,,579,3,FALSE,,3.115514798,UT,Wasatch H.S. UT,,,,,,,,,,,4.450735426,,,,,,,,,,,,,,,,,,,,,2.968924656,,,,,,,,
1,4.427757951,,,,580,51,FALSE,,3.099430566,NY,"Miller Place H.S. Miller Place, NY",,,,,,,,,4.427757951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.153503995,3.638975542,,,581,47,FALSE,,3.055789194,IL,"Plainfield North H.S. Plainfield, IL",,,,,,,,,4.153503995,,,,,,,,,,,,,,,,,,,,,,,3.638975542,,,,,,,,
1,4.32367153,,,,582,97,FALSE,,3.026570071,CA,Valley Christian H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32367153,,,,
1,4.310455511,,,,583,9,FALSE,,3.017318857,WA,Lakeside School WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.310455511,,,,
2,3.969763379,3.682683122,,,584,36,FALSE,,2.993784244,TX,Fulshear H.S. TX,,,,,3.682683122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.969763379,,,,
1,4.210119291,,,,585,8,FALSE,,2.947083504,MN,"Minnetonka H.S. Minnetonka, MN",,,,,,,,,4.210119291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.182607184,,,,586,3,FALSE,,2.927825029,OR,Westview H.S. OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.182607184,,,,
1,4.180993885,,,,587,52,FALSE,,2.92669572,NY,Loyola School NY,,,,,,,,,,,4.180993885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.912744262,3.548767575,,,588,10,FALSE,,2.921818859,FL,"Maclay School Tallahassee, FL",,,,3.548767575,,,,,3.912744262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.056364928,,,,589,11,FALSE,,2.839455449,FL,Lawton Chiles H.S. FL,,,,4.056364928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.049865376,,,,590,98,FALSE,,2.834905763,CA,"Agoura H.S. Agoura Hills, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,4.049865376,,,,,,,,,,,,
1,4.045987042,,,,591,12,FALSE,,2.832190929,FL,Chaminade-Madonna College Preparatory FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.045987042,,,,
1,4.044201916,,,,592,12,FALSE,,2.830941341,MD,Crofton H.S. MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.044201916,,,,
1,3.991498502,,,,593,52,FALSE,,2.794048951,PA,Norwin H.S. PA,,,,,,,,,,,3.991498502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.978378317,,,,594,99,FALSE,,2.784864822,CA,Bishop O'Dowd H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.978378317,,,,
1,3.917255497,,,,595,5,FALSE,,2.742078848,NC,"Cornerstone Charter Academy Greensboro, NC",,,,,,,,,3.917255497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.910487902,,,,596,16,FALSE,,2.737341532,CT,Cheshire Academy CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.910487902,,,,
1,3.897536673,,,,597,53,FALSE,,2.728275671,PA,Downingtown H.S. PA,,,,,,,,,,,3.897536673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.893168021,,,,598,37,FALSE,,2.725217615,TX,Spring Early College Academy TX,,,,,,,,,,3.893168021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.886446319,,,,599,8,FALSE,,2.720512423,IN,South Vermillion H.S. IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.886446319,,,,
2,3.515037602,3.376169614,,,600,20,FALSE,,2.692084024,VA,"Flint Hill School Oakton, VA",,,,,,,,,,,3.376169614,,,,,,3.515037602,,,,,,,,,,,,,,,,,,,,,,,
1,3.822428542,,,,601,100,FALSE,,2.675699979,CA,Los Altos H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.822428542,,,,
1,3.775447139,,,,602,48,FALSE,,2.642812997,IL,Maine West H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.775447139,,,,,,
1,3.7346436,,,,603,38,FALSE,,2.61425052,TX,PCA TX,,,,,,,,,,,,,,,,,,3.7346436,,,,,,,,,,,,,,,,,,,,,,
1,3.704983881,,,,604,39,FALSE,,2.593488717,TX,North Austin Science Alliance TX,,,3.704983881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.689427486,,,,605,9,FALSE,,2.58259924,IN,Bloomington H.S. North IN,,,,,,,,3.689427486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.673044614,,,,606,3,FALSE,,2.57113123,TN,STEAM HEAT Homeschooling Group TN,,,,,,,,,3.673044614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.666473457,,,,607,101,FALSE,,2.56653142,CA,The Preuss School CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.666473457,,,,
1,3.662486095,,,,608,16,FALSE,,2.563740267,WI,"Platteville H.S. Platteville, WI",,,,,,,,,3.662486095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.633049403,,,,609,11,FALSE,,2.543134582,GA,South Cobb H.S. GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.633049403,,,,
1,3.606758246,,,,610,17,FALSE,,2.524730772,WI,"West Bend H.S. West Bend, WI",,,,,,,,,3.606758246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.59176475,,,,611,2,FALSE,,2.514235325,NE,Hemingford H.S. NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59176475,,,,
1,3.575131113,,,,612,18,FALSE,,2.502591779,WI,"Westfield Area H.S. Westfield, WI",,,,,,,,,3.575131113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.563139169,,,,613,40,FALSE,,2.494197418,TX,International Leadership of Texas - Garland H.S. TX,,,3.563139169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.556657488,1.798043219,,,614,41,FALSE,,2.489660241,TX,Churchill Fulshear J.H.S. TX,,,,,,,,,,3.556657488,,,,,,,,,,,,,,,,,,,,,,1.798043219,,,,,,,,
1,3.537220609,,,,615,13,FALSE,,2.476054427,FL,Tampa Preparatory School FL,,,,3.537220609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.534742909,,,,616,53,FALSE,,2.474320036,NY,Union Endicott H.S. NY,,,,,,,,,,,3.534742909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.526811713,,,,617,102,FALSE,,2.468768199,CA,Quarry Lane School CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.526811713,,,,
1,3.463370304,,,,618,12,FALSE,,2.424359212,GA,"Wesleyan School Peachtree Corners, GA",,,,,,,,,3.463370304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.420813179,,,,619,54,FALSE,,2.394569225,NY,Franklin H.S. NY,,,,,,,,,,,3.420813179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.411487794,,,,620,42,FALSE,,2.388041456,TX,Lawrence E. Elkins H.S. TX,,,,,,,,,,3.411487794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.39555697,,,,621,45,FALSE,,2.376889879,OH,Shaker Heights H.S. OH,,,,,,,,,,,3.39555697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.373418049,,,,622,18,FALSE,,2.361392634,NJ,Ranney School NJ,,,,,,,,,,,3.373418049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.333179278,,,,623,13,FALSE,,2.333225495,MD,Worcester Technical H.S. MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333179278,,,,,,,,
1,3.282777162,,,,624,14,FALSE,,2.297944013,FL,Olympia H.S. FL,,,,,,,,3.282777162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.263207479,,,,625,5,FALSE,,2.284245235,KS,"Eudora H.S. Eudora, KS",,,,,,,,,,,,,,,,,,,,,3.263207479,,,,,,,,,,,,,,,,,,,
